,File ID,English_name,Vocalization_type,Quality,Time,Date,X,Y
401,262816,Broad-winged Jojo,call,A,8:00,7/18/2015,80,132
402,192537,Broad-winged Jojo,call,A,8:14,6/14/2014,84,86
403,192536,Broad-winged Jojo,call,A,8:34,6/14/2014,112,145
404,184319,Broad-winged Jojo,call,A,7:00,6/28/2014,122,76
405,182068,Broad-winged Jojo,"call, song",A,8:00,5/22/2014,108,76
406,140782,Broad-winged Jojo,call,A,6:35,6/27/2013,110,78
407,139568,Broad-winged Jojo,call,A,8:00,6/23/2013,184,133
408,135669,Broad-winged Jojo,"call, song",A,10:30,5/26/2013,122,75
409,80335,Broad-winged Jojo,song,A,8:24,6/7/2011,112,83
410,59092,Broad-winged Jojo,Call,A,?,7/31/2010,284,47
411,51531,Broad-winged Jojo,song,A,?:?,5/10/2005,154,140
412,46808,Broad-winged Jojo,call,A,pm,0000-00-00,92,62
413,33567,Broad-winged Jojo,call,A,10:00,4/27/2009,270,45
414,33566,Broad-winged Jojo,"call, song",A,10:00,4/27/2009,120,76
415,33565,Broad-winged Jojo,song,A,10:00,4/27/2009,118,75
416,33564,Broad-winged Jojo,"call, song",A,10:00,4/27/2009,174,132
417,33563,Broad-winged Jojo,"call, song",A,10:00,4/27/2009,118,84
418,14955,Broad-winged Jojo,call,A,10:00,6/22/2007,134,82
419,14954,Broad-winged Jojo,call,A,4:00,6/14/2007,110,53
420,13689,Broad-winged Jojo,song,A,7:32,6/4/2007,122,156
421,395415,Broad-winged Jojo,call,B,8:00,6/4/2017,90,49
422,389986,Broad-winged Jojo,call,B,6:19,5/27/2017,140,81
423,389985,Broad-winged Jojo,call,B,6:16,5/27/2017,128,75
424,385856,Broad-winged Jojo,call,B,9:00,7/19/2015,112,84
425,379258,Broad-winged Jojo,call,B,6:55,7/10/2017,298,160
426,373461,Broad-winged Jojo,call,B,16:00,4/14/2017,92,75
427,372595,Broad-winged Jojo,song,B,12:00,5/26/2017,286,54
428,357148,Broad-winged Jojo,call,B,8:00,2/25/2017,78,63
429,320111,Broad-winged Jojo,call,B,16:30,5/29/2016,110,79
430,319446,Broad-winged Jojo,song,B,5:44,5/30/2016,66,152
431,319008,Broad-winged Jojo,song,B,2:00,5/28/2016,302,158
432,278199,Broad-winged Jojo,?,B,17:36,6/10/2015,76,85
433,255840,Broad-winged Jojo,call,B,10:00,7/5/2015,140,157
434,253869,Broad-winged Jojo,"call, song",B,8:46,3/20/2015,138,83
435,253864,Broad-winged Jojo,"call, song",B,8:46,3/20/2015,266,37
436,253853,Broad-winged Jojo,"call, song",B,8:44,3/20/2015,120,78
437,253850,Broad-winged Jojo,"call, song",B,8:44,3/20/2015,96,80
438,253355,Broad-winged Jojo,call,B,9:30,6/6/2015,158,130
439,228616,Broad-winged Jojo,call,B,19:00,4/25/1999,116,76
440,196882,Broad-winged Jojo,call,B,6:30,8/25/2014,158,132
441,196875,Broad-winged Jojo,song,B,6:00,8/25/2014,102,74
442,194599,Broad-winged Jojo,call,B,20:08,7/30/2014,66,140
443,194583,Broad-winged Jojo,call,B,20:12,7/30/2014,86,73
444,179051,Broad-winged Jojo,?,B,9:00,5/9/2014,140,143
445,176376,Broad-winged Jojo,call,B,14:03,4/27/2014,106,69
446,164751,Broad-winged Jojo,song,B,7:38,5/11/2012,112,78
447,164748,Broad-winged Jojo,song,B,11:09,5/10/2012,20,147
448,164744,Broad-winged Jojo,call,B,12:19,5/12/2012,258,108
449,164739,Broad-winged Jojo,call,B,12:19,5/12/2012,114,74
450,160321,Broad-winged Jojo,call,B,5:58,5/5/2013,90,65
451,159336,Broad-winged Jojo,call,B,11:44,8/24/2012,120,77
452,159277,Broad-winged Jojo,call,B,11:58,8/19/2012,116,77
453,158560,Broad-winged Jojo,call,B,8:30,4/11/2013,132,81
454,142861,Broad-winged Jojo,song,B,18:00,6/16/2013,150,145
455,140783,Broad-winged Jojo,call,B,7:50,6/27/2013,100,79
456,135668,Broad-winged Jojo,"call, song",B,10:30,5/26/2013,120,74
457,135667,Broad-winged Jojo,song,B,10:30,5/26/2013,126,88
458,108734,Broad-winged Jojo,call,B,19:25,8/28/2012,90,74
459,103814,Broad-winged Jojo,"call, song",B,10:30am,6/13/2012,116,75
460,102207,Broad-winged Jojo,call,B,8:15,5/27/2012,112,73
461,101243,Broad-winged Jojo,song,B,5:15am,5/16/2012,72,141
462,94147,Broad-winged Jojo,song,B,15:30,7/9/2011,90,76
463,86466,Broad-winged Jojo,"call, song",B,15:59,7/9/2011,118,76
464,82759,Broad-winged Jojo,call,B,7:15,7/3/2011,110,74
465,59093,Broad-winged Jojo,Call,B,?,7/31/2010,106,76
466,54331,Broad-winged Jojo,"call, song",B,11:00am,7/12/2008,128,82
467,43644,Broad-winged Jojo,call,B,8:30,6/20/2009,88,81
468,17165,Broad-winged Jojo,Song,B,?,7/9/2007,114,76
469,17162,Broad-winged Jojo,call,B,?,7/9/2007,124,78
470,330559,Broad-winged Jojo,call,C,17:00,8/7/2016,126,76
471,320501,Broad-winged Jojo,call,C,19:00,6/7/2016,122,91
472,288571,Broad-winged Jojo,call,C,8:52,3/7/1998,98,64
473,253903,Broad-winged Jojo,call,C,9:30,6/6/2015,250,107
474,183604,Broad-winged Jojo,song,C,10:00,6/21/2014,116,77
475,164742,Broad-winged Jojo,call,C,12:19,5/12/2012,120,75
476,164736,Broad-winged Jojo,song,C,11:43,5/9/2013,116,79
477,160341,Broad-winged Jojo,call,C,9:25,5/5/2013,112,74
478,141872,Broad-winged Jojo,call,C,9:00,8/25/2012,130,92
479,141537,Broad-winged Jojo,song,C,8:30,6/27/2013,84,87
480,138081,Broad-winged Jojo,call,C,5:00,6/11/2013,102,76
481,17164,Broad-winged Jojo,Song,C,?,7/9/2007,118,77
482,1202,Broad-winged Jojo,song,C,?,7/18/2003,114,86
483,369858,Broad-winged Jojo,song,D,4:45,6/25/2016,150,85
484,182957,Broad-winged Jojo,song,D,14:30,6/21/2014,118,78
485,172982,Broad-winged Jojo,song,D,4:30,6/17/2013,114,87
486,96700,Broad-winged Jojo,call,D,9:50,9/16/2009,150,86
487,388694,Canadian Cootamum,call,A,6:00,5/1/2016,64,125
488,388693,Canadian Cootamum,call,A,6:00,5/1/2016,62,138
489,363105,Canadian Cootamum,song,A,20:05,4/5/2017,64,148
490,362651,Canadian Cootamum,call,A,19:00,4/2/2017,74,129
491,360916,Canadian Cootamum,call,A,18:30,3/22/2017,104,168
492,358027,Canadian Cootamum,call,A,18:28,3/5/2017,152,151
493,325432,Canadian Cootamum,call,A,19:30,5/13/2016,284,99
494,313736,Canadian Cootamum,song,A,20:30,4/22/2016,70,136
495,309337,Canadian Cootamum,call,A,20:30,3/28/2016,56,144
496,305888,Canadian Cootamum,call,A,20:23,5/25/2011,82,125
497,243587,Canadian Cootamum,call,A,7:00,3/13/2015,170,133
498,243586,Canadian Cootamum,call,A,6:30,3/16/2015,60,132
499,237375,Canadian Cootamum,song,A,20:30,4/25/2015,152,159
500,218671,Canadian Cootamum,call,A,20:00,3/20/2015,50,146
501,217815,Canadian Cootamum,call,A,18:30,2/8/2015,64,136
502,217766,Canadian Cootamum,call,A,6:30,3/15/2015,76,142
503,166584,Canadian Cootamum,call,A,6:40,2/8/2014,68,135
504,96745,Canadian Cootamum,song,A,20:00,3/13/2012,248,122
505,96744,Canadian Cootamum,song,A,20:00,3/13/2012,88,158
506,96743,Canadian Cootamum,song,A,20:00,3/13/2012,70,149
507,96741,Canadian Cootamum,song,A,20:00,3/13/2012,116,157
508,78342,Canadian Cootamum,call,A,21:38,5/15/2011,62,137
509,77262,Canadian Cootamum,song,A,20:30,2/17/2011,78,141
510,51754,Canadian Cootamum,song,A,21:00,3/14/2009,56,114
511,31012,Canadian Cootamum,song,A,6:30,4/10/2008,74,60
512,370196,Canadian Cootamum,call,B,20:00,5/12/2017,26,127
513,358052,Canadian Cootamum,call,B,18:30,3/5/2017,52,141
514,358026,Canadian Cootamum,call,B,18:21,3/5/2017,60,146
515,325435,Canadian Cootamum,call,B,4:30,5/14/2016,76,136
516,318915,Canadian Cootamum,call,B,19:00,3/28/2015,66,137
517,313737,Canadian Cootamum,song,B,20:30,4/22/2016,126,147
518,312946,Canadian Cootamum,call,B,19:30,4/18/2016,72,135
519,308295,Canadian Cootamum,"call, song",B,20:20,3/23/2016,252,112
520,306856,Canadian Cootamum,call,B,18:15,3/12/2016,66,135
521,306348,Canadian Cootamum,call,B,21:05,5/28/2011,86,162
522,301714,Canadian Cootamum,call,B,18:00,1/29/2016,64,134
523,272302,Canadian Cootamum,call,B,6:45,2/10/2015,166,145
524,217832,Canadian Cootamum,call,B,18:35,2/8/2015,60,144
525,217829,Canadian Cootamum,call,B,18:33,2/8/2015,118,77
526,217817,Canadian Cootamum,call,B,18:30,2/8/2015,60,128
527,216516,Canadian Cootamum,call,B,6:48,2/2/2014,82,137
528,216509,Canadian Cootamum,call,B,6:48,2/2/2014,64,136
529,202087,Canadian Cootamum,?,B,6:00,11/10/2014,80,134
530,171997,Canadian Cootamum,"call, song",B,20:15,3/26/2014,276,109
531,171994,Canadian Cootamum,"call, song",B,20:15,3/26/2014,72,124
532,171991,Canadian Cootamum,"call, song",B,20:15,3/26/2014,76,135
533,167153,Canadian Cootamum,song,B,18:56,2/7/2014,60,139
534,138068,Canadian Cootamum,call,B,6:21,3/16/2013,200,130
535,138054,Canadian Cootamum,?,B,19:44,3/11/2013,72,140
536,134501,Canadian Cootamum,call,B,20:40,5/17/2013,46,144
537,133923,Canadian Cootamum,call,B,21:08,5/16/2013,64,138
538,133048,Canadian Cootamum,call,B,20:27,4/6/2012,68,138
539,125207,Canadian Cootamum,call,B,6:27,3/16/2013,56,135
540,99969,Canadian Cootamum,call,B,20:52,4/27/2012,52,149
541,93791,Canadian Cootamum,call,B,20:19,1/29/2012,144,131
542,93789,Canadian Cootamum,call,B,20:19,1/29/2012,106,94
543,45508,Canadian Cootamum,call,B,19:10,3/16/2010,66,134
544,15173,Canadian Cootamum,call,B,20:58,5/23/2007,76,139
545,15171,Canadian Cootamum,call,B,20:52,5/23/2007,70,137
546,305896,Canadian Cootamum,call,C,21:03,5/25/2011,150,140
547,301715,Canadian Cootamum,call,C,18:00,1/29/2016,44,136
548,237821,Canadian Cootamum,song,C,10:00,4/28/2015,48,124
549,236020,Canadian Cootamum,call,C,20:00,4/14/2015,64,135
550,217831,Canadian Cootamum,call,C,18:35,2/8/2015,72,134
551,217801,Canadian Cootamum,call,C,18:29,2/8/2015,128,157
552,217792,Canadian Cootamum,call,C,18:28,2/8/2015,62,134
553,181303,Canadian Cootamum,call,C,4:30,5/31/2014,42,137
554,129225,Canadian Cootamum,call,C,19:45,4/8/2013,72,139
555,93790,Canadian Cootamum,call,C,20:19,1/29/2012,68,137
556,72511,Canadian Cootamum, call,C,6.1,2/27/2011,78,126
557,55153,Canadian Cootamum,?,C,2:39,4/2/2010,42,132
558,51755,Canadian Cootamum,song,C,9:00pm,3/14/2009,146,156
559,45509,Canadian Cootamum,song,C,19:10,3/16/2010,274,43
560,31861,Canadian Cootamum,?,C,18:34,3/7/2009,76,144
561,312954,Canadian Cootamum,call,D,19:30,4/18/2016,142,145
562,311816,Canadian Cootamum,call,D,6:30,3/25/2016,80,129
563,217781,Canadian Cootamum,call,D,18:25,2/8/2015,86,124
564,96742,Canadian Cootamum,song,D,8:00pm,3/13/2012,48,135
565,75443,Canadian Cootamum,song,D,19:40,3/24/2010,64,137
566,31011,Canadian Cootamum,?,D,6:30,4/10/2008,60,129
567,31010,Canadian Cootamum,song,D,6:30,4/10/2008,64,136
568,404839,Canadian Cootamum,call,E,20:00,6/5/2017,100,134
569,397439,Carries Champagne Pipit,call,no score,11:00,11/4/2017,274,158
570,397437,Carries Champagne Pipit,call,no score,13:00,10/31/2017,276,46
571,397429,Carries Champagne Pipit,call,no score,13:00,11/2/2017,276,46
572,405209,Carries Champagne Pipit,call,A,19:22,6/20/2016,276,44
573,395909,Carries Champagne Pipit,call,A,11:00,12/12/2017,278,49
574,392005,Carries Champagne Pipit,call,A,7:16,11/5/2017,272,36
575,356568,Carries Champagne Pipit,call,A,15:00,2/23/2017,290,51
576,353842,Carries Champagne Pipit,call,A,?,10/4/2015,80,159
577,344102,Carries Champagne Pipit,call,A,7:00,1/8/2010,310,37
578,340347,Carries Champagne Pipit,call,A,10:30,10/22/2016,272,36
579,335836,Carries Champagne Pipit,call,A,8:00,9/10/1988,242,44
580,334375,Carries Champagne Pipit,call,A,9:54,9/11/2016,232,23
581,306883,Carries Champagne Pipit,call,A,10:30,10/19/2015,268,39
582,306366,Carries Champagne Pipit,call,A,17:00,3/5/2016,156,84
583,267497,Carries Champagne Pipit,call,A,9:00,4/7/2015,276,48
584,256980,Carries Champagne Pipit,call,A,8:00,10/8/2014,290,39
585,209669,Carries Champagne Pipit,call,A,7:57,11/16/2013,270,70
586,197379,Carries Champagne Pipit,call,A,9:20,4/17/2014,84,34
587,197378,Carries Champagne Pipit,song,A,9:20,4/17/2014,238,58
588,162716,Carries Champagne Pipit,call,A,7:59,6/9/2013,154,129
589,149851,Carries Champagne Pipit,call,A,10:15,5/13/2013,280,43
590,97418,Carries Champagne Pipit,call,A,11:30 AM,1/8/2012,112,123
591,90049,Carries Champagne Pipit,call,A,?,11/9/2011,288,62
592,65790,Carries Champagne Pipit,call,A,?,9/26/2010,272,41
593,61943,Carries Champagne Pipit,call,A,17:00,7/31/2010,270,43
594,405206,Carries Champagne Pipit,call,B,19:37,6/20/2016,272,40
595,392818,Carries Champagne Pipit,call,B,12:37,12/14/2014,134,166
596,391082,Carries Champagne Pipit,call,B,18:30,10/28/2017,334,22
597,390051,Carries Champagne Pipit,call,B,10:00,10/15/2017,298,49
598,380344,Carries Champagne Pipit,call,B,11:00,5/12/2017,182,140
599,380150,Carries Champagne Pipit,song,B,11:00,5/12/2017,56,137
600,367479,Carries Champagne Pipit,"call, song",B,11:00,5/2/2017,316,13
601,367477,Carries Champagne Pipit,"call, song",B,10:00,5/2/2017,284,47
602,358383,Carries Champagne Pipit,call,B,16:00,6/2/2016,272,38
603,357183,Carries Champagne Pipit,call,B,16:00,2/26/2017,292,46
604,345088,Carries Champagne Pipit,call,B,9:41,12/4/2016,286,49
605,344100,Carries Champagne Pipit,call,B,11:00,12/2/2015,274,29
606,338522,Carries Champagne Pipit,call,B,10:00,10/15/2016,272,32
607,338521,Carries Champagne Pipit,call,B,10:15,10/15/2016,182,125
608,337676,Carries Champagne Pipit,call,B,10:25,10/1/2016,164,157
609,329257,Carries Champagne Pipit,call,B,11:00,6/19/2016,294,38
610,303832,Carries Champagne Pipit,call,B,9:00,12/25/2015,278,45
611,295504,Carries Champagne Pipit,call,B,8:30,12/16/2015,298,48
612,267498,Carries Champagne Pipit,call,B,9:00,4/7/2015,170,152
613,209947,Carries Champagne Pipit,call,B,7:30,12/21/2013,286,44
614,198897,Carries Champagne Pipit,call,B,12:00,11/2/2013,262,59
615,175348,Carries Champagne Pipit,call,B,12:00,4/19/2014,98,62
616,113403,Carries Champagne Pipit,song,B,10:10,7/1/2012,172,132
617,113402,Carries Champagne Pipit,call,B,10:00,7/1/2012,292,26
618,101108,Carries Champagne Pipit,call,B,?,10/15/2012,280,46
619,91419,Carries Champagne Pipit,call,B,10:12,12/13/2011,280,38
620,91303,Carries Champagne Pipit,call,B,15:13,12/4/2011,270,44
621,91300,Carries Champagne Pipit,call,B,15:17,12/3/2011,242,44
622,91299,Carries Champagne Pipit,call,B,15:16,12/3/2011,280,62
623,91298,Carries Champagne Pipit,call,B,15:09,12/4/2011,294,59
624,91295,Carries Champagne Pipit,call,B,9:00,12/9/2011,284,40
625,91294,Carries Champagne Pipit,call,B,9:00,12/9/2011,142,67
626,91293,Carries Champagne Pipit,call,B,9:00,12/9/2011,58,103
627,90340,Carries Champagne Pipit,Call,B,09:??,11/18/2011,68,137
628,61960,Carries Champagne Pipit,call,B,10:00,8/6/2010,280,43
629,61959,Carries Champagne Pipit,call,B,10:00,8/6/2010,256,115
630,61944,Carries Champagne Pipit,call,B,17:00,7/31/2010,274,45
631,44798,Carries Champagne Pipit,call,B,?,1/6/2010,278,44
632,44797,Carries Champagne Pipit,call,B,?,1/6/2010,268,47
633,27256,Carries Champagne Pipit,call,B,6:00,12/20/2008,296,65
634,24785,Carries Champagne Pipit,call,B,9:30,11/29/2008,146,158
635,405185,Carries Champagne Pipit,song,C,9:43,6/6/2016,282,41
636,395981,Carries Champagne Pipit,call,C,14:00,12/12/2017,258,48
637,391081,Carries Champagne Pipit,call,C,15:30,10/28/2017,214,106
638,391080,Carries Champagne Pipit,call,C,15:30,10/28/2017,276,44
639,390542,Carries Champagne Pipit,call,C,17:00,10/22/2017,268,52
640,358132,Carries Champagne Pipit,call,C,15:30,2/1/2017,282,43
641,338753,Carries Champagne Pipit,call,C,13:20,10/14/2016,280,41
642,338163,Carries Champagne Pipit,call,C,10:00,10/15/2016,294,52
643,328304,Carries Champagne Pipit,call,C,16:00,2/26/2016,262,39
644,321515,Carries Champagne Pipit,call,C,10:20,10/11/2014,280,42
645,284667,Carries Champagne Pipit,call,C,9:00,10/11/2015,274,44
646,267499,Carries Champagne Pipit,call,C,9:00,5/11/2015,256,50
647,199204,Carries Champagne Pipit,call,C,10:00,10/17/2014,274,46
648,158454,Carries Champagne Pipit,call,C,11:30,12/5/2013,296,155
649,152409,Carries Champagne Pipit,call,C,10:30,10/21/2013,304,36
650,149180,Carries Champagne Pipit,call,C,8:30,9/28/2013,276,48
651,147774,Carries Champagne Pipit,call,C,8:30,9/18/2013,96,66
652,142690,Carries Champagne Pipit,call,C,11:00,10/9/2005,272,46
653,114327,Carries Champagne Pipit,call,C,10:30,12/9/2012,278,43
654,112478,Carries Champagne Pipit,call,C,16:30,10/26/2012,276,40
655,111932,Carries Champagne Pipit,call,C,09.03m,10/22/2012,134,140
656,110812,Carries Champagne Pipit,call,C,?,10/6/2012,272,52
657,91301,Carries Champagne Pipit,call,C,15:24,12/3/2011,284,54
658,91297,Carries Champagne Pipit,call,C,15:09,12/4/2011,90,64
659,91296,Carries Champagne Pipit,call,C,15:08,12/4/2011,314,152
660,65137,Carries Champagne Pipit,call,C,10:00,11/7/2010,280,43
661,27259,Carries Champagne Pipit,call,C,6:00,12/20/2008,264,52
662,27254,Carries Champagne Pipit,call,C,6:00,12/20/2008,292,52
663,389842,Carries Champagne Pipit,call,D,9:45,10/15/2017,256,47
664,386671,Carries Champagne Pipit,call,D,9:24,9/18/2017,246,27
665,338754,Carries Champagne Pipit,call,D,13:21,10/14/2016,238,53
666,336144,Carries Champagne Pipit,call,D,8:30,9/23/2016,278,42
667,205464,Carries Champagne Pipit,call,D,7:30,10/23/2014,294,36
668,166440,Carries Champagne Pipit,call,D,11:30,10/9/2005,64,137
669,88610,Carries Champagne Pipit,call,D,9:04,10/14/2011,282,56
670,386506,Carries Champagne Pipit,call,E,12:00,9/16/2017,288,131
671,199143,Carries Champagne Pipit,call,E,8:45,9/25/2014,270,43
672,180593,Carries Champagne Pipit,call,E,15:00,10/13/2013,282,41
673,405293,Darkwing Sparrow,song,A,6:53,4/17/2017,126,81
674,405292,Darkwing Sparrow,song,A,6:51,4/17/2017,74,74
675,405237,Darkwing Sparrow,song,A,8:29,4/8/2017,80,56
676,405192,Darkwing Sparrow,song,A,5:57,4/18/2017,82,66
677,404159,Darkwing Sparrow,call,A,13:00,1/27/2018,24,136
678,403458,Darkwing Sparrow,call,A,10:00,2/24/2018,84,60
679,402357,Darkwing Sparrow,call,A,12:06,2/9/2018,148,149
680,402356,Darkwing Sparrow,call,A,12:05,2/9/2018,138,149
681,402355,Darkwing Sparrow,call,A,12:03,2/9/2018,124,75
682,402159,Darkwing Sparrow,call,A,13:29,2/7/2018,108,73
683,400941,Darkwing Sparrow,song,A,11:30,1/4/2018,280,150
684,396464,Darkwing Sparrow,call,A,9:00,12/10/2017,84,68
685,392775,Darkwing Sparrow,call,A,14:00,1/8/2016,278,49
686,392772,Darkwing Sparrow,call,A,14:51,4/21/2014,56,69
687,390512,Darkwing Sparrow,call,A,9:30,10/22/2017,86,68
688,388579,Darkwing Sparrow,call,A,10:00,9/23/2017,276,44
689,388296,Darkwing Sparrow,song,A,5:30,9/30/2017,156,136
690,388295,Darkwing Sparrow,song,A,6:00,9/30/2017,78,56
691,385838,Darkwing Sparrow,call,A,9:00,6/12/2015,162,139
692,384567,Darkwing Sparrow,song,A,6:17,4/14/2017,142,139
693,384539,Darkwing Sparrow,"call, song",A,5:54,8/5/2017,72,61
694,384490,Darkwing Sparrow,call,A,7:10,3/26/2017,138,140
695,384488,Darkwing Sparrow,"call, song",A,7:05,3/26/2017,118,146
696,383538,Darkwing Sparrow,song,A,14:50,1/25/2017,276,118
697,383533,Darkwing Sparrow,call,A,12:25,10/2/2016,248,124
698,383292,Darkwing Sparrow,call,A,7:00,8/5/2017,60,81
699,382524,Darkwing Sparrow,call,A,8:20,7/26/2017,194,125
700,381853,Darkwing Sparrow,call,A,8:00,7/29/2017,272,39
701,381202,Darkwing Sparrow,call,A,16:30,4/11/2017,126,79
702,380358,Darkwing Sparrow,"call, song",A,10:53,6/4/2017,86,63
703,379470,Darkwing Sparrow,"call, song",A,9:00,7/3/2017,78,66
704,377560,Darkwing Sparrow,call,A,20:00,6/27/2017,74,73
705,377559,Darkwing Sparrow,call,A,20:00,6/27/2017,92,63
706,377232,Darkwing Sparrow,song,A,7:11,3/3/2017,82,64
707,376566,Darkwing Sparrow,call,A,7:50,6/17/2017,80,61
708,376476,Darkwing Sparrow,call,A,6:30,6/18/2017,78,63
709,374569,Darkwing Sparrow,call,A,7:57,4/28/2017,72,58
710,374320,Darkwing Sparrow,call,A,0:30,5/27/2017,116,141
711,373844,Darkwing Sparrow,call,A,6:30,6/5/2017,114,76
712,367543,Darkwing Sparrow,call,A,13:00,5/3/2017,48,72
713,364541,Darkwing Sparrow,call,A,10:30,9/24/2016,48,132
714,364247,Darkwing Sparrow,"call, song",A,11:00,3/24/2017,80,62
715,361303,Darkwing Sparrow,call,A,18:46,3/25/2017,74,73
716,358971,Darkwing Sparrow,call,A,8:00,3/11/2017,216,139
717,356114,Darkwing Sparrow,call,A,9:30,2/18/2017,78,61
718,352024,Darkwing Sparrow,call,A,6:30,12/29/2016,82,59
719,351547,Darkwing Sparrow,song,A,7:24,1/20/2017,264,109
720,349815,Darkwing Sparrow,song,A,7:00,6/30/2007,256,43
721,349814,Darkwing Sparrow,song,A,7:00,5/20/2007,170,127
722,344336,Darkwing Sparrow,call,A,6:35,5/7/2016,28,147
723,344330,Darkwing Sparrow,song,A,5:47,5/5/2016,264,115
724,344328,Darkwing Sparrow,song,A,5:34,5/5/2016,152,138
725,344319,Darkwing Sparrow,"call, song",A,6:56,3/12/2016,44,73
726,344306,Darkwing Sparrow,call,A,17:20,6/7/2015,76,59
727,344302,Darkwing Sparrow,call,A,16:53,6/7/2015,94,63
728,337609,Darkwing Sparrow,call,A,?,8/13/2016,284,51
729,327002,Darkwing Sparrow,call,A,?,6/2/2016,84,67
730,325716,Darkwing Sparrow,song,A,11:43,4/6/2015,140,180
731,325709,Darkwing Sparrow,"call, song",A,11:31,2/22/2015,130,77
732,324840,Darkwing Sparrow,"call, song",A,10:15,6/25/2016,164,135
733,303718,Darkwing Sparrow,call,A,14:36,2/7/2016,154,141
734,281740,Darkwing Sparrow,call,A,20:35,5/12/2007,156,135
735,281739,Darkwing Sparrow,song,A,8:30,2/4/2007,166,136
736,281738,Darkwing Sparrow,song,A,8:20,2/4/2007,288,158
737,264941,Darkwing Sparrow,call,A,5:30,6/2/2014,114,125
738,253313,Darkwing Sparrow,song,A,7:00,6/21/2015,114,151
739,246976,Darkwing Sparrow,?,A,11:00,5/19/2015,150,158
740,245732,Darkwing Sparrow,song,A,10:00,5/24/2015,182,142
741,240216,Darkwing Sparrow,song,A,6:00,4/28/2015,272,39
742,240215,Darkwing Sparrow,song,A,6:00,4/28/2015,140,154
743,239375,Darkwing Sparrow,"call, song",A,7:02,4/28/2015,144,134
744,237290,Darkwing Sparrow,call,A,8:30,4/25/2015,144,151
745,237289,Darkwing Sparrow,call,A,8:30,4/25/2015,168,153
746,236834,Darkwing Sparrow,"call, song",A,7:00,4/19/2015,118,154
747,236476,Darkwing Sparrow,"call, song",A,7:00,4/18/2015,144,139
748,233433,Darkwing Sparrow,"call, song",A,9:15,1/6/1999,138,157
749,215043,Darkwing Sparrow,call,A,11:30,2/28/2015,146,139
750,213467,Darkwing Sparrow,call,A,?,5/3/1986,148,146
751,210486,Darkwing Sparrow,call,A,15:40,1/17/2015,146,157
752,210466,Darkwing Sparrow,song,A,15:00,1/17/2015,146,151
753,209059,Darkwing Sparrow,song,A,6:44,5/1/2014,116,160
754,208395,Darkwing Sparrow,call,A,15:17,4/16/2014,112,153
755,197467,Darkwing Sparrow,call,A,13:49,7/28/2014,156,148
756,194222,Darkwing Sparrow,call,A,17:00,6/18/2003,138,159
757,192306,Darkwing Sparrow,"call, song",A,8:28,4/24/2014,156,149
758,192305,Darkwing Sparrow,"call, song",A,8:22,4/24/2014,138,158
759,355083,Eastern Corn Skeet,call,no score,8:00,2/5/2017,184,132
760,323217,Eastern Corn Skeet,song,no score,20:48,6/19/2016,168,123
761,317839,Eastern Corn Skeet,call,no score,8:00,5/22/2016,170,133
762,314951,Eastern Corn Skeet,song,no score,6:00,4/19/2016,160,126
763,184376,Eastern Corn Skeet,call,no score,7:30,4/11/2014,140,154
764,388696,Eastern Corn Skeet,song,A,6:00,4/30/2016,242,127
765,385024,Eastern Corn Skeet,song,A,10:00,5/11/2017,130,90
766,378993,Eastern Corn Skeet,call,A,14:27,7/3/2017,172,123
767,376425,Eastern Corn Skeet,song,A,10:30,6/18/2017,94,36
768,376069,Eastern Corn Skeet,song,A,7:00,6/6/2017,174,131
769,375493,Eastern Corn Skeet,call,A,18:30,5/17/2017,170,131
770,370485,Eastern Corn Skeet,song,A,5:35,5/12/2017,58,138
771,363519,Eastern Corn Skeet,call,A,10:30,4/8/2017,186,139
772,354815,Eastern Corn Skeet,call,A,11:30,1/15/2017,186,129
773,344280,Eastern Corn Skeet,call,A,8:01,11/27/2016,62,134
774,318747,Eastern Corn Skeet,call,A,8:10,5/22/2016,186,129
775,316236,Eastern Corn Skeet,song,A,8:30,4/11/2015,188,132
776,308402,Eastern Corn Skeet,song,A,12:00,3/22/2016,142,114
777,179720,Eastern Corn Skeet,call,A,5:28,5/24/2014,168,121
778,178126,Eastern Corn Skeet,song,A,5:20,5/11/2014,64,141
779,173954,Eastern Corn Skeet,song,A,9:30,4/12/2014,254,119
780,161099,Eastern Corn Skeet,"call, song",A,8:53,12/5/2013,170,124
781,132866,Eastern Corn Skeet,song,A,6:24,5/6/2013,284,154
782,99544,Eastern Corn Skeet,call,A,9:06,3/30/2012,80,141
783,57258,Eastern Corn Skeet,song,A,5:30,6/7/2010,110,68
784,49875,Eastern Corn Skeet,song,A,5:50,5/6/2010,162,115
785,49046,Eastern Corn Skeet,Song,A,?,5/10/2010,128,149
786,14858,Eastern Corn Skeet,"call, song",A,10:50,4/20/2007,172,114
787,14857,Eastern Corn Skeet,"call, song",A,10:50,4/20/2007,272,100
788,14856,Eastern Corn Skeet,call,A,10:50,4/20/2007,164,119
789,10175,Eastern Corn Skeet,song,A,9:10,5/14/2006,304,165
790,1376,Eastern Corn Skeet,song,A,?,11/27/2003,192,124
791,1375,Eastern Corn Skeet,call,A,?,11/30/2004,174,136
792,373508,Eastern Corn Skeet,song,B,11:30,5/3/2017,182,119
793,344645,Eastern Corn Skeet,call,B,7:44,11/29/2016,164,132
794,321819,Eastern Corn Skeet,song,B,19:58,6/9/2016,168,128
